# score,moves,time,max_tile
1.076000000000000000e+03,1.300000000000000000e+02,9.299993515014648438e-02,6.400000000000000000e+01
6.640000000000000000e+02,9.100000000000000000e+01,6.300020217895507812e-02,6.400000000000000000e+01
1.124000000000000000e+03,1.310000000000000000e+02,7.799983024597167969e-02,6.400000000000000000e+01
8.080000000000000000e+02,1.030000000000000000e+02,6.299996376037597656e-02,6.400000000000000000e+01
1.724000000000000000e+03,1.820000000000000000e+02,1.710000038146972656e-01,1.280000000000000000e+02
7.360000000000000000e+02,9.600000000000000000e+01,6.300020217895507812e-02,6.400000000000000000e+01
1.188000000000000000e+03,1.160000000000000000e+02,7.799983024597167969e-02,1.280000000000000000e+02
1.048000000000000000e+03,1.130000000000000000e+02,7.800006866455078125e-02,1.280000000000000000e+02
5.920000000000000000e+02,8.200000000000000000e+01,4.699993133544921875e-02,6.400000000000000000e+01
7.360000000000000000e+02,9.700000000000000000e+01,6.299996376037597656e-02,6.400000000000000000e+01
3.640000000000000000e+02,6.300000000000000000e+01,4.600000381469726562e-02,3.200000000000000000e+01
1.212000000000000000e+03,1.250000000000000000e+02,7.899999618530273438e-02,1.280000000000000000e+02
8.000000000000000000e+02,1.080000000000000000e+02,7.800006866455078125e-02,6.400000000000000000e+01
3.600000000000000000e+02,6.200000000000000000e+01,3.100013732910156250e-02,3.200000000000000000e+01
2.440000000000000000e+02,4.700000000000000000e+01,3.099989891052246094e-02,3.200000000000000000e+01
2.440000000000000000e+02,4.900000000000000000e+01,3.099989891052246094e-02,3.200000000000000000e+01
9.120000000000000000e+02,1.110000000000000000e+02,7.899999618530273438e-02,6.400000000000000000e+01
1.800000000000000000e+03,1.710000000000000000e+02,1.090002059936523438e-01,1.280000000000000000e+02
2.120000000000000000e+02,4.800000000000000000e+01,4.699993133544921875e-02,1.600000000000000000e+01
9.680000000000000000e+02,1.180000000000000000e+02,7.899999618530273438e-02,6.400000000000000000e+01
3.520000000000000000e+02,6.200000000000000000e+01,3.099989891052246094e-02,3.200000000000000000e+01
8.000000000000000000e+02,1.080000000000000000e+02,7.899999618530273438e-02,6.400000000000000000e+01
3.880000000000000000e+02,7.000000000000000000e+01,4.600000381469726562e-02,3.200000000000000000e+01
4.760000000000000000e+02,6.800000000000000000e+01,4.700016975402832031e-02,6.400000000000000000e+01
6.360000000000000000e+02,8.900000000000000000e+01,6.299996376037597656e-02,6.400000000000000000e+01
8.360000000000000000e+02,1.070000000000000000e+02,6.200003623962402344e-02,6.400000000000000000e+01
1.960000000000000000e+02,4.200000000000000000e+01,3.199982643127441406e-02,3.200000000000000000e+01
1.464000000000000000e+03,1.560000000000000000e+02,1.089999675750732422e-01,1.280000000000000000e+02
6.080000000000000000e+02,8.500000000000000000e+01,4.700016975402832031e-02,6.400000000000000000e+01
1.392000000000000000e+03,1.460000000000000000e+02,9.399986267089843750e-02,1.280000000000000000e+02
9.760000000000000000e+02,1.150000000000000000e+02,7.800006866455078125e-02,6.400000000000000000e+01
